iter	RMSE
310	4.145034935
311	4.144807711
312	4.144604807
313	4.144400129
314	4.144253981
315	4.144075992
316	4.14380833
317	4.143090264
318	4.142845618
319	4.142588855
320	4.14229752
321	4.142105577
322	4.141904914
323	4.1417572
324	4.14160543
325	4.141407937
326	4.141257913
327	4.141023791
328	4.140830785
329	4.140433647
330	4.140265149
331	4.140100381
332	4.139754241
333	4.139637215
334	4.139479574
335	4.139113959
336	4.138944747
337	4.138796441
338	4.138688788
339	4.138511512
340	4.138349052
341	4.138112785
342	4.137770654
343	4.137583444
344	4.137109598
345	4.136557021
346	4.136414639
347	4.136263944
348	4.136141767
349	4.135477551
350	4.13534979
351	4.135066796
352	4.13468233
353	4.134382111
354	4.133994325
355	4.133862342
356	4.133716342
357	4.133368401
358	4.133138396
359	4.132896299
360	4.132667144
361	4.132153622
362	4.131999388
363	4.131894883
364	4.131708487
365	4.131522591
366	4.131293628
367	4.131150335
368	4.130918126
369	4.130760162
370	4.13064659
371	4.130395004
372	4.130285633
373	4.130149559
374	4.130024201
375	4.129905336
376	4.129755253
377	4.129443523
378	4.129282781
379	4.128861838
380	4.12868071
381	4.128566195
382	4.128455751
383	4.128085355
384	4.127844959
385	4.127564349
386	4.127429365
387	4.127197795
388	4.127059203
389	4.126580508
390	4.126479997
391	4.126321791
392	4.125938513
393	4.125797333
394	4.125659446
395	4.125531803
396	4.125327386
397	4.125232615
398	4.125102532
399	4.124926513
400	4.124747995
401	4.124501648
402	4.124378184
403	4.124246637
404	4.123889029
405	4.123451374
406	4.123330083
407	4.123149233
408	4.123012838
409	4.122869699
410	4.122524958
411	4.122432667
412	4.122113896
413	4.121738273
414	4.121520704
415	4.121365313
416	4.121162746
417	4.121047024
418	4.120910338
419	4.120722151
420	4.120615477
421	4.120392101
422	4.120278565
423	4.12006628
424	4.119837186
425	4.119648447
426	4.119529669
427	4.119417546
428	4.119189706
429	4.119027211
430	4.118698211
431	4.118475605
432	4.118247768
433	4.11809021
434	4.117781138
435	4.117650691
436	4.117489841
437	4.117379221
438	4.117177057
439	4.117064713
440	4.116941748
441	4.116851498
442	4.11666533
443	4.11642811
444	4.116292808
445	4.11615269
446	4.116030221
447	4.115687194
448	4.115476541
449	4.115324186
450	4.11519416
451	4.115076947
452	4.114946543
453	4.114827246
454	4.114512262
455	4.114379502
456	4.114279609
457	4.114131855
458	4.113984359
459	4.113854659
460	4.113578934
461	4.113263539
462	4.113016889
463	4.1129225
464	4.112792657
465	4.112573778
466	4.1124392
467	4.112319952
468	4.112220055
469	4.112098242
470	4.111979027
471	4.111856574
472	4.111660378
473	4.111537511
474	4.111408211
475	4.111141333
476	4.110979724
477	4.11087186
478	4.110677189
479	4.110574923
480	4.110427699
481	4.110163092
482	4.110010644
483	4.109846177
484	4.109674642
485	4.109493328
486	4.109222237
487	4.109082603
488	4.108917896
489	4.10867225
490	4.108576119
491	4.108448937
492	4.108232537
493	4.107972105
494	4.107864109
495	4.107782129
496	4.10753824
497	4.107453205
498	4.107323339
499	4.107230377
500	4.107135306
501	4.107027869
502	4.10690971
503	4.106722987
504	4.106594272
505	4.106505347
506	4.106393504
507	4.106296993
508	4.106142874
509	4.10602164
510	4.105923065
511	4.105807796
512	4.105697774
513	4.10554322
514	4.105432004
515	4.105285133
516	4.105188803
517	4.105097832
518	4.105020037
519	4.104926933
520	4.104741036
521	4.104640774
522	4.10454337
523	4.104425493
524	4.104276657
525	4.104189189
526	4.104065175
527	4.103933985
528	4.10385428
529	4.103755267
530	4.103621451
531	4.103538352
532	4.103429759
533	4.103336758
534	4.10325798
535	4.10313909
536	4.103083797
537	4.1029864
538	4.102870565
539	4.102784219
540	4.102669843
541	4.102567881
542	4.102478598
543	4.10235214
544	4.10219094
545	4.102100527
546	4.101986512
547	4.101809749
548	4.101680567
549	4.101597898
550	4.101517505
551	4.101385078
552	4.101279389
553	4.101187351
554	4.101056828
555	4.100982548
556	4.100892354
557	4.100808655
558	4.100710256
559	4.100619142
560	4.100513244
561	4.100419488
562	4.100298089
563	4.100176813
564	4.100056202
565	4.099961929
566	4.099883589
567	4.099824909
568	4.099672657
569	4.099607273
570	4.099507268
571	4.09941821
572	4.099322917
573	4.099202295
574	4.099107371
575	4.098982237
576	4.09889134
577	4.098792112
578	4.098732023
579	4.098623415
580	4.098540516
581	4.098357489
582	4.098241859
583	4.098161812
584	4.098075286
585	4.097986194
586	4.097909071
587	4.097764013
588	4.097677155
589	4.09759844
590	4.097499622
591	4.097420903
592	4.097286629
593	4.097215816
594	4.097114482
595	4.097012196
596	4.096901672
597	4.096787704
598	4.096691561
599	4.096596063
600	4.096502749
601	4.096419059
602	4.096348392
603	4.096255582
604	4.096159008
605	4.096089507
606	4.096025315
607	4.095949755
608	4.095857135
609	4.095758689
610	4.095679198
611	4.09558226
612	4.095492524
613	4.095348817
614	4.095251734
615	4.095163457
616	4.095041127
617	4.094949356
618	4.094873683
619	4.094750039
620	4.094610629
621	4.094508376
622	4.09442446
623	4.094328819
624	4.094239869
625	4.094140626
626	4.094059849
627	4.093985722
628	4.093891943
629	4.093821995
630	4.093722904
631	4.093633738
632	4.09352966
633	4.093435543
634	4.093338851
635	4.093277954
636	4.093194027
637	4.093132207
638	4.093030275
639	4.092965188
640	4.092900297
641	4.092787336
642	4.092710677
643	4.092610583
644	4.092527699
645	4.092438057
646	4.092343585
647	4.092269952
648	4.092168294
649	4.092092127
650	4.091984227
651	4.091880689
652	4.09178024
653	4.091653877
654	4.09158714
655	4.091469211
656	4.091374221
657	4.091281913
658	4.091197465
659	4.091093682
660	4.090981277
661	4.090902316
662	4.090827467
663	4.090757288
664	4.09068924
665	4.090605583
666	4.090515407
667	4.090435841
668	4.090355608
669	4.090276129
670	4.090195887
671	4.090118385
672	4.090010306
673	4.089916842
674	4.08982592
675	4.089764706
676	4.089692424
677	4.089589113
678	4.089478758
679	4.08938946
680	4.089266204
681	4.089175694
682	4.08910259
683	4.089015116
684	4.088916789
685	4.088815878
686	4.088716098
687	4.08859636
688	4.088532258
689	4.088463961
690	4.088390639
691	4.088275344
692	4.088204474
693	4.088063235
694	4.087982748
695	4.087917382
696	4.087835105
697	4.087769179
698	4.087702249
699	4.087617581
700	4.087521545
701	4.087466844
702	4.087377747
703	4.087284771
704	4.087217431
705	4.087128654
706	4.087060675
707	4.086960427
708	4.086879743
709	4.086803495
710	4.086723808
711	4.086661844
712	4.086582813
713	4.086496896
714	4.086438277
715	4.086365206
716	4.0862777
717	4.086196662
718	4.086114954
719	4.086036181
720	4.085961858
721	4.085876311
722	4.08580003
723	4.085718649
724	4.085623103
725	4.085563738
726	4.085471285
727	4.085396917
728	4.085318646
729	4.08523729
730	4.085182722
731	4.085064066
732	4.08499736
733	4.084897922
734	4.084818313
735	4.084719423
736	4.084652483
737	4.08458951
738	4.084519157
739	4.084449196
740	4.084384058
741	4.084305627
742	4.084238376
743	4.084157674
744	4.084072847
745	4.083993429
746	4.083893369
747	4.083845471
748	4.08377836
749	4.083675199
750	4.083597647
751	4.083478817
752	4.083415181
753	4.083316468
754	4.083254124
755	4.083190945
756	4.083072192
757	4.083000648
758	4.082916097
759	4.082829087
760	4.082766134
761	4.082678723
762	4.082616252
763	4.082522932
764	4.08244843
765	4.082361601
766	4.082254726
767	4.082184715
768	4.082117753
769	4.082058939
770	4.081977509
771	4.081905078
772	4.081834337
773	4.081788067
774	4.081724847
775	4.081638757
776	4.081574135
777	4.081488495
778	4.081420538
779	4.081332976
780	4.081282922
781	4.081209623
782	4.081101419
783	4.081013573
784	4.08094714
785	4.080888147
786	4.080814733
787	4.080752436
788	4.08067795
789	4.080603254
790	4.080519583
791	4.080427519
792	4.08034234
793	4.080236868
794	4.080169562
795	4.080073858
796	4.07997132
797	4.079889516
798	4.079794802
799	4.079711562
800	4.079645686
801	4.079566312
802	4.07947178
803	4.079413584
804	4.079345987
805	4.07928733
806	4.079219598
807	4.079137334
808	4.079068408
809	4.078978958
810	4.078889261
811	4.078783202
812	4.078701085
813	4.078622145
814	4.078530861
815	4.078442504
816	4.078366471
817	4.078282129
818	4.078193512
819	4.078111488
820	4.078047858
821	4.077953738
822	4.077877543
823	4.07780576
824	4.077747691
825	4.077669036
826	4.077627431
827	4.07755832
828	4.07748922
829	4.077415287
830	4.077325336
831	4.077258317
832	4.077184803
833	4.077112811
834	4.077044682
835	4.076942014
836	4.076856478
837	4.076802209
838	4.076737398
839	4.076662167
840	4.076558346
841	4.076490288
842	4.076425797
843	4.076360665
844	4.076284369
845	4.076198159
846	4.076099066
847	4.076006375
848	4.075925046
849	4.075859821
850	4.075788125
851	4.075697327
852	4.075578822
853	4.075504449
854	4.07543395
855	4.075372906
856	4.075296897
857	4.075225892
858	4.075147058
859	4.075063635
860	4.074994744
861	4.074935837
862	4.074848218
863	4.074763048
864	4.074667275
865	4.074590774
866	4.074531887
867	4.074469898
868	4.074399313
869	4.074315584
870	4.074232509
871	4.074173608
872	4.074081696
873	4.074028997
874	4.07393828
875	4.073861631
876	4.07378592
877	4.073715513
878	4.073637339
879	4.073549418
880	4.073467561
881	4.073371154
882	4.073303379
883	4.073225442
884	4.0731569
885	4.073087989
886	4.073019053
887	4.072957868
888	4.072899782
889	4.07283697
890	4.072752836
891	4.07268075
892	4.072604576
893	4.072520826
894	4.072415234
895	4.072335788
896	4.072267472
897	4.072202171
898	4.072133283
899	4.072045728
900	4.071947306
901	4.071880776
902	4.071801958
903	4.071745091
904	4.071670183
905	4.071608279
906	4.071538771
907	4.071488637
908	4.071445305
909	4.07137347
910	4.071276038
911	4.071187793
912	4.071102897
913	4.071009844
914	4.070926461
915	4.070877136
916	4.070810912
917	4.070715498
918	4.070658681
919	4.070576177
920	4.070488599
921	4.070421073
922	4.070348448
923	4.07027466
924	4.070193078
925	4.070120746
926	4.07005959
927	4.069997642
928	4.069908732
929	4.069810943
930	4.069744418
931	4.069679556
932	4.06959636
933	4.069526027
934	4.069437003
935	4.069347122
936	4.069280588
937	4.069214354
938	4.069132713
939	4.069069407
940	4.069000522
941	4.06891706
942	4.068855796
943	4.068762203
944	4.06870175
945	4.068623583
946	4.068559175
947	4.068484608
948	4.068388856
949	4.068298166
950	4.068210654
951	4.06811783
952	4.068039409
953	4.067975387
954	4.067883468
955	4.067808738
956	4.067737746
957	4.067669226
958	4.06759013
959	4.067500565
960	4.067392824
961	4.067309039
962	4.067248016
963	4.067163176
964	4.067090869
965	4.066971138
966	4.066903107
967	4.066842913
968	4.066769406
969	4.066711862
970	4.066658363
971	4.066572421
972	4.066509904
973	4.066429644
974	4.06637005
975	4.066274895
976	4.066195744
977	4.066138113
978	4.0660818
979	4.066024038
980	4.065958366
981	4.06587566
982	4.065785708
983	4.065692051
984	4.065617213
985	4.065542142
986	4.06546755
987	4.065407113
988	4.065316485
989	4.065242284
990	4.065164431
991	4.065086202
992	4.065023775
993	4.064936112
994	4.064867096
995	4.064765249
996	4.064710066
997	4.06461457
998	4.064529694
999	4.06443991
1000	4.064355982
1001	4.064257779
1002	4.064195416
1003	4.064102798
1004	4.064023748
1005	4.063955387
1006	4.063891358
1007	4.063802932
1008	4.063747132
1009	4.06368285
1010	4.063614398
1011	4.063549804
1012	4.063481054
1013	4.063417316
1014	4.063332085
1015	4.063269422
1016	4.063201287
1017	4.063123453
1018	4.063061559
1019	4.063000575
1020	4.062927935
1021	4.062856513
1022	4.062782524
1023	4.062741431
1024	4.062675145
1025	4.062593832
1026	4.062474882
1027	4.062418701
1028	4.062312786
1029	4.062257843
1030	4.062174303
1031	4.062077044
1032	4.061979831
1033	4.06191766
1034	4.061842571
1035	4.061778327
1036	4.061682292
1037	4.061621985
1038	4.061552888
1039	4.061472986
1040	4.061394592
1041	4.061317808
1042	4.061278448
1043	4.061183227
1044	4.061076563
1045	4.061011291
1046	4.06097249
1047	4.060912595
1048	4.060854845
1049	4.060757029
1050	4.060716734
1051	4.060650166
1052	4.060561797
1053	4.060493362
1054	4.060404077
1055	4.060336519
1056	4.060245667
1057	4.060182907
1058	4.060112357
1059	4.060059834
1060	4.059972961
1061	4.059910045
1062	4.059809595
1063	4.059761526
1064	4.059698328
1065	4.059635026
1066	4.05957509
1067	4.059520269
1068	4.059462483
1069	4.059392894
1070	4.059349522
1071	4.059267199
1072	4.059187252
1073	4.059076206
1074	4.059010037
1075	4.058939696
1076	4.058859944
1077	4.058764877
1078	4.058665384
1079	4.058584569
1080	4.058506092
1081	4.058409872
1082	4.058334524
1083	4.058263055
1084	4.058174977
1085	4.05807933
1086	4.058006176
1087	4.057948788
1088	4.057901531
1089	4.057837216
1090	4.057750722
1091	4.057689609
1092	4.057589316
1093	4.057489248
1094	4.057433259
1095	4.057364238
1096	4.05728241
1097	4.057197937
1098	4.057144383
1099	4.057083406
1100	4.057047059
1101	4.056971991
1102	4.056899029
1103	4.056836855
1104	4.056768037
1105	4.056701354
1106	4.056635699
1107	4.056566807
1108	4.056483626
1109	4.056430806
1110	4.056349689
1111	4.056279327
1112	4.05622487
1113	4.056149653
1114	4.056094114
1115	4.056025166
1116	4.055935916
1117	4.055861533
1118	4.055791532
1119	4.055710513
1120	4.055646869
1121	4.05556744
1122	4.055509919
1123	4.055429035
1124	4.055351146
1125	4.05527178
1126	4.055180027
1127	4.055095748
1128	4.055026809
1129	4.054972507
1130	4.054897934
1131	4.05482668
1132	4.054763674
1133	4.054712758
1134	4.054660039
1135	4.054599163
1136	4.054522985
1137	4.054446585
1138	4.054359143
1139	4.054276781
1140	4.054188086
1141	4.054119533
1142	4.054028806
1143	4.053939827
1144	4.053883669
1145	4.053811284
1146	4.05372985
1147	4.053635186
1148	4.053561588
1149	4.053494704
1150	4.053429268
1151	4.053352238
1152	4.053309815
1153	4.053273436
1154	4.053213929
1155	4.053154896
1156	4.053083195
1157	4.052990113
1158	4.052934708
1159	4.052876823
1160	4.052815268
1161	4.052735577
1162	4.052672613
1163	4.052601573
1164	4.052516829
1165	4.052437932
1166	4.052382275
1167	4.052288049
1168	4.0522127
1169	4.052110048
1170	4.052028051
1171	4.051952243
1172	4.051877484
1173	4.051786603
1174	4.051697569
1175	4.051617854
1176	4.05155273
1177	4.051491018
1178	4.05141702
1179	4.05133877
1180	4.051285251
1181	4.051224455
1182	4.051157353
1183	4.051054982
1184	4.05097596
1185	4.050905546
1186	4.050830433
1187	4.050759337
1188	4.050703124
1189	4.050635076
1190	4.050547545
1191	4.050479445
1192	4.050381766
1193	4.050330625
1194	4.050280294
1195	4.050225568
1196	4.050146615
1197	4.050067665
1198	4.049997555
1199	4.049936709
1200	4.049838664
1201	4.049769197
1202	4.049690451
1203	4.049614656
1204	4.049536215
1205	4.04945968
1206	4.049381686
1207	4.049294985
1208	4.049202908
1209	4.049136008
1210	4.049077035
1211	4.049009919
1212	4.048960887
1213	4.048901297
1214	4.048837403
1215	4.04876832
1216	4.048685171
1217	4.048626056
1218	4.048567481
1219	4.048500529
1220	4.04843318
1221	4.04836124
1222	4.048289993
1223	4.04820834
